109,998,128,998,128,1024,109,1024,DOP
127,1011,149,1011,149,1018,127,1018,ATO
184,1011,248,1011,248,1017,184,1017,TTC
255,1011,315,1011,315,1020,255,1020,ETN
366,1011,446,1011,446,1020,366,1020,ST
451,1011,528,1011,528,1020,451,1020,POO
541,1011,576,1011,576,1018,541,1018,COT
620,1011,688,1011,688,1020,620,1020,STS
693,1011,727,1011,727,1018,693,1018,COTO
731,1012,762,1012,762,1018,731,1018,SCOT
